index,id,genres
1277,ts42077,"['war', 'drama', 'history', 'romance', 'thriller', 'european']"
1278,ts42687,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']"
1279,ts38734,"['crime', 'drama', 'european']"
1280,tm143984,"['thriller', 'crime', 'drama', 'action']"
1281,tm212927,"['comedy', 'romance', 'action']"
1282,ts53099,"['drama', 'crime', 'european']"
1283,ts53664,"['war', 'thriller', 'action', 'drama']"
1284,tm143085,"['scifi', 'drama', 'thriller', 'action', 'crime']"
1285,tm209987,['drama']
1286,ts42022,"['crime', 'drama', 'action', 'thriller']"
1287,ts38415,"['action', 'drama', 'history']"
1288,tm137002,"['drama', 'action', 'fantasy']"
1289,ts43209,"['documentation', 'history', 'european']"
1290,tm239676,"['horror', 'thriller']"
1291,ts42169,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']"
1292,ts41289,"['drama', 'comedy', 'european']"
1293,tm138297,"['thriller', 'horror', 'drama']"
1294,ts38511,"['drama', 'comedy', 'romance']"
1295,tm245271,"['animation', 'scifi', 'action', 'drama', 'fantasy', 'thriller', 'horror']"
1296,tm134791,"['thriller', 'horror', 'drama']"
1297,ts21986,"['scifi', 'comedy', 'drama', 'fantasy']"
1298,ts41149,"['comedy', 'drama', 'western']"
1299,ts52829,"['crime', 'thriller', 'drama', 'european']"
1300,tm135106,"['thriller', 'western', 'drama', 'crime', 'action']"
1301,ts35775,['comedy']
1302,ts41975,"['war', 'drama', 'action']"
1303,tm196125,"['romance', 'comedy', 'drama']"
1304,ts41490,"['action', 'drama', 'crime', 'thriller']"
1305,ts36177,"['scifi', 'drama', 'horror', 'thriller']"
1306,ts37464,"['war', 'thriller', 'drama']"
1307,tm196296,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']"
1308,ts37971,"['drama', 'comedy']"
1309,ts21885,"['comedy', 'drama']"
1310,tm233214,"['thriller', 'horror', 'war', 'drama', 'fantasy']"
1311,ts38783,"['war', 'thriller']"
1312,tm219233,"['drama', 'romance']"
1313,ts36983,"['comedy', 'family']"
1314,ts41963,"['drama', 'comedy']"
1315,ts52838,"['scifi', 'action', 'drama', 'thriller']"
1316,ts38204,"['crime', 'documentation']"
1317,tm199700,"['drama', 'romance', 'european']"
1318,tm200126,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']"
1319,tm132273,"['fantasy', 'scifi', 'comedy', 'family', 'animation']"
1320,ts36046,"['comedy', 'family', 'drama']"
1321,ts36545,"['drama', 'thriller', 'crime']"
1322,tm139532,"['drama', 'fantasy', 'horror', 'thriller']"
1323,ts36856,"['comedy', 'animation', 'drama']"
1324,tm219248,"['drama', 'comedy']"
1325,tm220594,['documentation']
1326,ts35362,"['drama', 'thriller', 'action', 'comedy', 'european']"
1327,tm239743,"['drama', 'crime', 'thriller', 'animation', 'action']"
1328,tm138614,"['thriller', 'crime']"
1329,tm205890,"['action', 'drama', 'thriller', 'crime']"
1330,tm139841,"['horror', 'thriller']"
1331,tm233521,"['comedy', 'drama']"
1332,ts35354,"['drama', 'thriller', 'scifi']"
1333,tm244788,"['documentation', 'history', 'crime']"
1334,tm208622,"['comedy', 'action', 'scifi']"
1335,ts38758,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']"
1336,tm204035,"['scifi', 'action', 'thriller']"
1337,ts41913,"['scifi', 'fantasy', 'thriller', 'drama']"
1338,tm134516,"['drama', 'fantasy', 'action']"
1339,ts42655,"['drama', 'action', 'crime']"
1340,ts3844,"['drama', 'crime', 'thriller', 'european']"
1341,ts53287,"['drama', 'history', 'war', 'documentation']"
1342,tm136321,"['scifi', 'drama', 'family']"
1343,tm233465,"['thriller', 'fantasy', 'horror', 'drama']"
1344,ts42156,"['drama', 'romance']"
1345,tm136257,"['war', 'drama']"
1346,ts41906,"['scifi', 'comedy', 'animation', 'fantasy']"
1347,ts38116,"['scifi', 'war', 'action', 'drama', 'animation']"
1348,tm140843,"['scifi', 'thriller', 'action', 'drama']"
1349,tm238722,"['drama', 'romance']"
1350,ts35256,['documentation']
1351,ts53249,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']"
1352,tm239683,"['documentation', 'crime', 'history', 'sport']"
1353,tm147082,"['music', 'documentation']"
1354,ts42043,"['drama', 'animation', 'comedy', 'romance']"
1355,tm206512,"['scifi', 'thriller', 'horror', 'drama', 'european']"
1356,tm200690,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']"
1357,tm155102,"['thriller', 'horror']"
1358,tm205812,"['thriller', 'war', 'drama', 'action', 'history', 'european']"
1359,ts35577,"['scifi', 'animation', 'action']"
1360,tm235405,"['thriller', 'action', 'drama', 'war']"
1361,tm245378,['drama']
1362,ts52830,"['comedy', 'drama']"
1363,tm225308,['documentation']
1364,tm230551,"['drama', 'action', 'history']"
1365,ts38731,"['war', 'drama', 'history', 'european']"
1366,ts42127,['comedy']
1367,tm138672,"['drama', 'romance', 'thriller', 'crime']"
1368,ts41948,"['documentation', 'music']"
1369,ts38809,"['drama', 'music']"
1370,tm253083,"['romance', 'drama']"
1371,tm316731,['comedy']
1372,tm244403,"['scifi', 'thriller', 'action']"
1373,ts79799,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']"
1374,tm139194,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']"
1375,tm245671,"['action', 'drama', 'sport']"
1376,tm235227,['documentation']
1377,tm233317,"['comedy', 'family']"
1378,tm239733,"['thriller', 'action', 'drama']"
1379,ts38568,"['drama', 'romance', 'comedy']"
1380,ts37944,"['comedy', 'european']"
1381,ts42137,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']"
1382,ts35987,"['scifi', 'animation', 'action', 'comedy']"
1383,tm123789,"['drama', 'fantasy']"
1384,ts53155,"['comedy', 'horror', 'scifi', 'european']"
1385,ts38770,"['comedy', 'drama']"
1386,ts42038,"['comedy', 'drama', 'romance', 'thriller']"
1387,tm244381,"['thriller', 'action', 'crime']"
1388,tm233533,"['drama', 'horror', 'crime']"
1389,ts42119,['drama']
1390,ts76079,"['comedy', 'animation', 'family', 'european']"
1391,tm166321,"['comedy', 'drama']"
1392,tm214825,"['western', 'action', 'comedy']"
1393,tm238661,['comedy']
1394,tm142881,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']"
1395,tm243121,['comedy']
1396,tm270504,"['comedy', 'thriller']"
1397,tm239707,"['action', 'comedy']"
1398,tm242736,"['comedy', 'music', 'documentation']"
1399,tm267948,"['drama', 'european']"
1400,ts41995,['reality']
1401,ts76956,['comedy']
1402,ts54028,"['crime', 'drama', 'thriller']"
1403,tm208903,['documentation']
1404,tm136061,"['drama', 'history']"
1405,tm201222,"['drama', 'european', 'history', 'romance']"
1406,tm215638,"['drama', 'european']"
1407,tm205437,"['crime', 'documentation']"
1408,ts78325,"['documentation', 'music']"
1409,tm247642,"['crime', 'documentation', 'european']"
1410,tm219276,"['drama', 'romance', 'comedy']"
1411,tm135543,"['drama', 'european', 'romance']"
1412,tm233544,"['action', 'history', 'drama']"
1413,ts11670,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']"
1414,ts42090,"['documentation', 'sport']"
1415,ts86021,"['animation', 'comedy', 'family', 'european']"
1416,ts42257,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']"
1417,ts35406,"['scifi', 'drama', 'thriller']"
1418,ts128895,['drama']
1419,tm245724,"['scifi', 'thriller', 'drama', 'european']"
1420,tm138792,"['comedy', 'romance']"
1421,tm244880,"['thriller', 'drama', 'horror']"
1422,ts37660,"['comedy', 'drama', 'family', 'romance']"
1423,ts119087,"['animation', 'family']"
1424,ts41258,"['comedy', 'drama', 'romance']"
1425,tm308241,['family']
1426,ts81483,"['animation', 'comedy', 'family']"
1427,tm221225,"['comedy', 'music', 'action']"
1428,ts37896,"['documentation', 'history', 'european']"
1429,ts52943,"['drama', 'comedy']"
1430,ts21979,"['drama', 'comedy', 'crime', 'european']"
1431,tm205870,"['thriller', 'drama', 'action', 'crime', 'european']"
1432,tm244052,['comedy']
1433,ts36547,"['comedy', 'drama']"
1434,ts84398,"['comedy', 'drama', 'romance']"
1435,ts77654,['animation']
1436,tm232953,"['thriller', 'crime', 'drama', 'scifi', 'action']"
1437,tm240007,['drama']
1438,tm233493,"['comedy', 'family', 'animation']"
1439,ts39014,"['comedy', 'drama', 'action', 'scifi', 'animation']"
1440,tm140436,"['comedy', 'music', 'war']"
1441,ts38764,"['drama', 'european']"
1442,ts54110,"['animation', 'family', 'comedy', 'european']"
1443,ts54156,['documentation']
1444,tm213681,"['crime', 'thriller', 'action', 'comedy']"
1445,tm228242,"['comedy', 'music']"
1446,ts38230,"['drama', 'thriller', 'crime']"
1447,ts51368,"['action', 'animation', 'comedy', 'family', 'fantasy']"
1448,tm209950,"['comedy', 'documentation']"
1449,tm205935,"['thriller', 'action']"
1450,tm244134,"['romance', 'comedy', 'documentation', 'european']"
1451,tm271070,"['action', 'comedy', 'family', 'fantasy', 'european']"
1452,tm267135,['drama']
1453,tm233616,"['animation', 'comedy', 'scifi', 'action']"
1454,tm211510,"['horror', 'thriller']"
1455,tm157283,"['drama', 'comedy']"
1456,tm219173,"['thriller', 'action', 'crime', 'drama']"
1457,tm244507,"['comedy', 'drama', 'european']"
1458,tm218052,"['thriller', 'crime', 'drama']"
1459,tm214085,['documentation']
1460,tm229542,"['comedy', 'documentation']"
1461,tm335263,['comedy']
1462,ts66540,"['drama', 'comedy', 'european']"
1463,tm253080,"['documentation', 'european']"
1464,tm241314,['documentation']
1465,ts75829,"['animation', 'action', 'fantasy', 'scifi']"
1466,ts56674,"['comedy', 'scifi', 'animation', 'family', 'history']"
1467,tm282915,"['fantasy', 'animation']"
1468,ts35360,"['action', 'comedy', 'family', 'scifi', 'animation']"
1469,tm246870,"['thriller', 'drama']"
1470,ts35359,"['drama', 'family', 'animation', 'european']"
1471,tm266844,"['action', 'comedy', 'crime']"
1472,ts37779,"['comedy', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'action', 'european']"
1473,tm238748,"['thriller', 'horror']"
1474,tm193125,['documentation']
1475,ts42089,"['comedy', 'drama', 'family', 'romance']"
1476,ts42075,['drama']
1477,ts43272,"['reality', 'drama']"
1478,tm300713,['action']
1479,ts41883,"['war', 'drama', 'romance', 'thriller']"
1480,ts36630,"['action', 'comedy', 'family', 'animation']"
1481,ts41260,"['comedy', 'drama', 'romance']"
1482,ts39017,"['comedy', 'family', 'animation']"
1483,tm229140,['comedy']
1484,ts38757,"['animation', 'scifi', 'action', 'comedy', 'family']"
1485,tm290444,"['drama', 'action', 'thriller']"
1486,tm200454,"['drama', 'romance']"
1487,ts35596,"['comedy', 'family', 'sport']"
1488,ts144323,"['reality', 'documentation', 'comedy']"
1489,tm275800,"['drama', 'romance', 'european']"
1490,ts42218,"['action', 'drama', 'romance', 'crime']"
1491,ts38512,['documentation']
1492,tm233561,"['comedy', 'animation', 'family']"
1493,tm232950,"['romance', 'drama', 'history', 'european']"
1494,tm139870,"['comedy', 'thriller', 'drama', 'action', 'crime']"
1495,tm266628,"['family', 'animation', 'comedy']"
1496,ts41294,"['action', 'drama']"
1497,tm267429,"['drama', 'documentation']"
1498,ts43501,"['documentation', 'history', 'european']"
1499,ts42628,['comedy']
1500,ts36740,['family']
1501,tm233344,"['romance', 'comedy', 'drama', 'family']"
1502,ts53076,"['drama', 'action', 'crime']"
1503,ts53106,"['drama', 'history']"
1504,ts41253,"['drama', 'romance']"
1505,tm244915,"['thriller', 'action', 'romance']"
1506,ts38717,"['comedy', 'drama', 'romance']"
1507,tm239947,"['thriller', 'drama']"
1508,tm236999,"['comedy', 'drama', 'romance', 'european']"
1509,ts58068,"['crime', 'documentation']"
1510,tm218186,"['drama', 'thriller', 'western']"
1511,tm242755,"['drama', 'family', 'comedy', 'music']"
1512,ts38805,"['animation', 'family', 'fantasy', 'comedy']"
1513,tm193388,"['drama', 'comedy']"
1514,tm323616,"['comedy', 'romance', 'thriller']"
1515,tm242002,['comedy']
1516,ts52988,"['documentation', 'drama', 'european']"
1517,tm220317,"['comedy', 'documentation']"
1518,tm201365,"['drama', 'action', 'sport']"
1519,ts38761,"['drama', 'fantasy', 'romance', 'comedy']"
1520,tm244638,['thriller']
1521,tm232954,"['documentation', 'crime']"
1522,ts56748,"['drama', 'thriller', 'reality']"
1523,tm225275,['action']
1524,tm227922,"['comedy', 'documentation']"
1525,ts43230,"['action', 'animation', 'family', 'scifi']"
1526,ts56032,"['action', 'drama']"
1527,tm272413,['comedy']
1528,ts55559,"['animation', 'comedy', 'family']"
1529,tm244513,"['drama', 'crime', 'european']"
1530,tm234136,"['thriller', 'action', 'scifi', 'european']"
1531,ts75324,['history']
1532,tm239762,['documentation']
1533,tm132524,"['drama', 'romance']"
1534,tm245297,"['documentation', 'music']"
1535,ts54100,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']"
1536,tm224377,"['action', 'drama', 'history', 'war']"
1537,tm217939,"['comedy', 'drama', 'european', 'romance']"
1538,tm193211,"['drama', 'comedy', 'romance', 'documentation', 'european']"
1539,ts31593,"['scifi', 'family', 'animation']"
1540,tm234292,['drama']
1541,ts74917,['documentation']
1542,ts35463,['comedy']
1543,tm281182,"['comedy', 'documentation']"
1544,tm242422,"['thriller', 'drama', 'crime', 'european']"
1545,tm245148,"['comedy', 'documentation']"
1546,tm272854,"['crime', 'action', 'thriller']"
1547,tm350159,['drama']
1548,tm224275,['drama']
1549,tm195764,"['romance', 'drama']"
1550,tm211478,"['drama', 'comedy', 'romance']"
1551,tm195870,"['drama', 'comedy', 'thriller']"
1552,tm246056,"['comedy', 'music']"
1553,ts55966,['animation']
1554,tm240895,['drama']
1555,tm246579,"['drama', 'comedy']"
1556,tm243849,['documentation']
1557,tm211461,"['drama', 'european']"
1558,ts86831,"['comedy', 'drama']"
1559,tm239290,"['comedy', 'romance']"
1560,ts74753,['documentation']
1561,tm233157,"['animation', 'family', 'fantasy', 'comedy']"
1562,tm230524,"['comedy', 'drama']"
1563,tm238829,['animation']
1564,ts53065,"['scifi', 'drama', 'fantasy']"
1565,ts54010,"['comedy', 'drama', 'fantasy', 'romance']"
1566,tm242687,"['thriller', 'war', 'drama', 'european']"
1567,tm246175,"['comedy', 'crime', 'european']"
1568,ts38772,"['drama', 'comedy']"
1569,ts83224,['comedy']
1570,ts53149,['drama']
1571,tm240162,"['crime', 'action', 'drama']"
1572,ts57705,"['drama', 'crime', 'action']"
1573,tm242646,"['thriller', 'action', 'crime', 'drama', 'european']"
1574,tm225675,['comedy']
1575,tm233023,"['comedy', 'documentation']"
1576,tm197503,"['romance', 'drama', 'comedy']"
1577,ts74929,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']"
1578,tm220473,['comedy']
1579,tm225693,"['music', 'documentation']"
1580,ts54022,"['reality', 'drama']"
1581,ts43258,['drama']
1582,ts55365,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']"
1583,tm199987,['comedy']
1584,ts42011,['reality']
1585,tm241998,"['romance', 'drama', 'history', 'action']"
1586,tm421855,"['family', 'reality']"
1587,tm231314,"['comedy', 'scifi', 'family', 'fantasy', 'european']"
1588,ts55223,['documentation']
1589,ts41154,"['comedy', 'european']"
1590,tm227029,"['thriller', 'european']"
1591,ts41899,"['drama', 'horror', 'thriller']"
1592,ts82327,"['scifi', 'comedy', 'family', 'animation']"
1593,tm244559,"['music', 'documentation', 'history', 'drama', 'european']"
1594,tm245102,"['thriller', 'drama', 'european']"
1595,ts35505,"['comedy', 'drama', 'european']"
1596,tm201906,"['drama', 'european']"
1597,tm248010,"['crime', 'drama', 'comedy']"
1598,tm239774,"['music', 'drama']"
1599,tm252245,"['war', 'documentation']"
1600,ts56221,"['animation', 'comedy', 'family', 'fantasy']"
1601,tm245235,['comedy']
1602,ts38812,"['documentation', 'reality']"
1603,tm232832,"['drama', 'european']"
1604,tm227042,"['action', 'drama', 'family', 'romance']"
1605,tm243931,"['documentation', 'family']"
1606,tm233843,"['comedy', 'drama', 'romance']"
1607,ts43341,"['drama', 'documentation', 'comedy']"
1608,ts82582,"['drama', 'action']"
1609,tm215054,"['comedy', 'documentation']"
1610,tm247644,"['comedy', 'european']"
1611,ts38769,['comedy']
1612,ts42155,"['comedy', 'family', 'fantasy', 'scifi', 'animation']"
1613,tm526163,"['animation', 'comedy', 'drama']"
1614,tm239739,"['thriller', 'crime', 'drama']"
1615,ts52981,['reality']
1616,ts87465,"['crime', 'history', 'fantasy', 'drama', 'european']"
1617,ts52825,"['drama', 'history', 'romance']"
1618,ts107658,"['drama', 'action', 'crime']"
1619,ts42260,['documentation']
1620,ts43119,['comedy']
1621,tm311494,"['comedy', 'romance', 'drama', 'european']"
1622,tm221883,['action']
1623,tm233196,['family']
1624,ts127430,"['animation', 'family']"
1625,tm376111,['drama']
1626,tm246543,"['drama', 'comedy', 'european']"
1627,tm227523,"['romance', 'drama', 'sport', 'thriller']"
1628,tm321189,['documentation']
1629,tm219699,"['thriller', 'action', 'drama', 'horror', 'crime', 'european']"
1630,tm270555,"['documentation', 'european']"
1631,tm316567,"['action', 'drama']"
1632,tm321785,"['thriller', 'drama']"
1633,tm283938,"['romance', 'comedy', 'action', 'european']"
1634,tm228839,"['comedy', 'action', 'drama']"
1635,tm272012,['animation']
1636,tm219817,"['thriller', 'crime', 'drama']"
1637,tm230426,"['comedy', 'family']"
1638,tm239769,['documentation']
1639,tm208628,"['drama', 'comedy', 'romance']"
1640,tm66466,"['thriller', 'crime', 'action', 'drama']"
1641,tm228657,['fantasy']
1642,tm245155,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'european']"
1643,tm232930,['comedy']
1644,tm245722,"['drama', 'comedy']"
1645,tm245911,"['drama', 'history', 'war', 'european']"
1646,tm244079,['comedy']
1647,tm266629,['comedy']
1648,ts52950,"['comedy', 'drama']"
1649,tm215911,"['horror', 'thriller', 'fantasy']"
1650,tm232855,"['comedy', 'drama']"
1651,tm257629,['thriller']
1652,tm234773,['documentation']
1653,tm208713,"['drama', 'action', 'crime', 'comedy']"
1654,tm218683,['comedy']
1655,tm234466,"['thriller', 'drama', 'romance', 'family']"
1656,ts78442,['documentation']
1657,tm340927,"['animation', 'comedy']"
1658,tm311456,['comedy']
1659,tm238717,"['romance', 'comedy']"
1660,ts42347,"['animation', 'family']"
1661,tm233015,"['drama', 'romance']"
1662,tm211273,['comedy']
1663,tm230927,['comedy']
1664,tm273933,"['comedy', 'music']"
1665,tm245293,"['drama', 'comedy']"
1666,tm270982,"['drama', 'european']"
1667,ts51367,"['action', 'crime', 'drama', 'comedy']"
1668,tm274053,"['documentation', 'comedy', 'drama']"
1669,tm137557,"['drama', 'crime', 'romance']"
1670,tm315345,"['documentation', 'crime', 'drama', 'thriller', 'war']"
1671,tm207668,"['music', 'drama']"
1672,tm193378,"['comedy', 'documentation']"
1673,ts21876,"['drama', 'romance']"
1674,tm275726,['comedy']
1675,tm307997,"['action', 'comedy', 'european']"
1676,ts55556,"['family', 'drama', 'war']"
1677,tm149212,"['drama', 'european', 'romance', 'family', 'documentation']"
1678,tm239933,"['thriller', 'drama', 'history']"
1679,tm327551,"['documentation', 'european']"
1680,tm233366,"['thriller', 'drama']"
1681,ts75897,"['action', 'animation', 'fantasy']"
1682,tm263743,"['thriller', 'horror']"
1683,tm494288,"['comedy', 'crime']"
1684,tm247631,"['drama', 'european']"
1685,tm271974,"['family', 'animation', 'comedy', 'fantasy', 'european']"
1686,tm246485,"['horror', 'thriller', 'crime', 'drama']"
1687,ts42432,['drama']
1688,tm267017,"['drama', 'comedy', 'romance', 'european']"
1689,tm244842,['drama']
1690,tm247444,['comedy']
1691,ts91990,['documentation']
1692,tm227044,"['romance', 'drama', 'comedy']"
1693,ts81898,"['family', 'fantasy', 'animation', 'comedy']"
1694,ts38813,"['action', 'animation', 'comedy', 'family']"
1695,tm138584,"['fantasy', 'drama']"
1696,ts42371,"['animation', 'comedy', 'family', 'fantasy', 'action']"
1697,tm224255,"['thriller', 'action', 'crime', 'drama']"
1698,tm267419,"['comedy', 'documentation']"
1699,tm155382,"['drama', 'thriller', 'romance']"
1700,tm239764,['comedy']
1701,tm240733,"['drama', 'comedy', 'european']"
1702,tm266622,['comedy']
1703,tm244758,['comedy']
1704,tm232931,['comedy']
1705,ts83454,['drama']
1706,tm217986,"['comedy', 'drama']"
1707,tm451222,['thriller']
1708,tm233648,['comedy']
1709,tm247767,"['comedy', 'romance', 'drama']"
1710,ts53346,['reality']
1711,tm375681,"['action', 'thriller', 'crime', 'drama']"
1712,tm452046,['comedy']
1713,tm238486,"['comedy', 'documentation']"
1714,ts224440,['documentation']
1715,tm232267,['comedy']
1716,tm203056,"['comedy', 'fantasy', 'romance', 'drama']"
1717,tm272484,['comedy']
1718,ts81027,['drama']
1719,ts86089,"['drama', 'thriller', 'horror']"
1720,tm198496,['comedy']
1721,ts41151,['drama']
1722,tm201855,"['romance', 'comedy', 'drama']"
1723,tm215265,['comedy']
1724,tm240728,"['comedy', 'documentation']"
1725,tm233463,"['comedy', 'family', 'romance', 'drama', 'fantasy']"
1726,tm290157,"['documentation', 'sport']"
1727,ts83450,"['drama', 'crime']"
1728,ts53017,"['drama', 'romance']"
1729,ts54117,"['animation', 'family', 'fantasy']"
1730,tm271839,['comedy']
1731,tm232710,"['romance', 'drama', 'family', 'sport', 'documentation']"
1732,tm234703,['horror']
1733,tm134052,"['drama', 'comedy']"
1734,tm234069,['comedy']
1735,ts53543,"['drama', 'comedy', 'fantasy', 'music']"
1736,ts82475,"['drama', 'family']"
1737,tm278279,['documentation']
1738,tm212968,"['comedy', 'drama']"
1739,ts41485,"['scifi', 'action', 'crime', 'drama', 'thriller']"
1740,tm211571,"['comedy', 'drama', 'action']"
1741,tm230478,['comedy']
1742,tm244923,"['drama', 'war']"
1743,tm350374,"['drama', 'thriller']"
1744,tm233570,"['comedy', 'drama', 'action']"
1745,tm554110,"['drama', 'thriller']"
1746,tm533845,['documentation']
1747,ts84542,"['drama', 'comedy']"
1748,tm242906,['drama']
1749,ts253685,['drama']
1750,ts36634,"['comedy', 'drama']"
1751,tm236705,['comedy']
1752,tm232947,['comedy']
1753,tm233121,"['comedy', 'family']"
1754,tm245791,"['comedy', 'drama']"
1755,tm244577,"['romance', 'drama']"
1756,tm409220,"['comedy', 'thriller', 'crime']"
1757,tm549892,"['drama', 'scifi', 'thriller']"
1758,ts285233,['scifi']
1759,tm239635,[]
1760,tm319354,"['action', 'animation', 'comedy']"
1761,ts87884,['drama']
1762,tm257141,['comedy']
1763,tm244635,['drama']
1764,tm456667,['action']
1765,tm198842,['comedy']
1766,tm211424,"['comedy', 'drama']"
1767,tm421214,['documentation']
1768,tm286268,['documentation']
1769,tm313374,"['comedy', 'european']"
1770,tm244380,"['drama', 'romance']"
1771,tm540757,['drama']
1772,tm267112,"['thriller', 'european']"
1773,tm245042,"['drama', 'sport']"
1774,tm198786,"['romance', 'drama', 'comedy']"
1775,tm226320,"['comedy', 'action', 'drama']"
1776,tm424879,"['action', 'drama']"
1777,ts36741,"['crime', 'drama']"
1778,tm214589,"['drama', 'music', 'romance']"
1779,ts35963,"['drama', 'romance']"
1780,tm279828,['romance']
1781,tm571645,['comedy']
1782,tm247159,"['romance', 'drama', 'comedy']"
1783,tm295349,['comedy']
1784,tm205333,"['comedy', 'romance']"
1785,tm231911,"['romance', 'drama']"
1786,tm139590,"['comedy', 'drama']"
1787,tm283909,['comedy']
1788,tm407961,"['drama', 'crime']"
1789,tm207734,"['comedy', 'documentation']"
1790,tm247396,['documentation']
1791,tm811691,['family']
1792,tm242745,"['drama', 'documentation']"
1793,tm225416,['comedy']
1794,tm282988,"['comedy', 'european']"
1795,tm246810,"['comedy', 'crime', 'drama']"
1796,ts249161,"['drama', 'music']"
1797,tm252609,"['romance', 'drama']"
1798,ts248736,['drama']
1799,tm528287,['animation']
1800,tm562821,"['comedy', 'horror', 'thriller']"
1801,tm244041,['comedy']
1802,tm272666,"['romance', 'drama']"
1803,tm219739,"['romance', 'drama']"
1804,tm860487,"['fantasy', 'horror']"
1805,tm1063792,[]
1806,ts53513,"['scifi', 'drama']"
1807,tm232090,['documentation']
1808,tm317850,['comedy']
1809,tm235005,"['thriller', 'drama', 'action']"
1810,tm296203,"['romance', 'family', 'comedy']"
1811,ts83535,['animation']
1812,tm350727,"['drama', 'thriller', 'action', 'crime', 'sport']"
1813,tm245050,"['drama', 'comedy']"
1814,tm212909,"['drama', 'comedy', 'romance']"
1815,ts38703,"['comedy', 'drama']"
1816,ts83449,['family']
1817,ts56544,"['drama', 'comedy']"
1818,tm271333,"['comedy', 'romance']"
1819,tm421382,['drama']
1820,tm368725,"['comedy', 'european', 'romance']"
1821,tm350044,['documentation']
1822,tm234735,"['drama', 'animation', 'family', 'music']"
1823,tm239078,"['drama', 'sport']"
1824,ts53864,"['crime', 'thriller', 'drama']"
1825,ts77795,['comedy']
1826,ts56683,"['crime', 'thriller', 'drama']"
1827,tm239091,"['scifi', 'thriller', 'action', 'drama']"
1828,ts55668,"['scifi', 'crime', 'drama', 'thriller']"
1829,tm310953,"['fantasy', 'scifi', 'drama', 'comedy']"
1830,tm232797,"['drama', 'history', 'thriller', 'war', 'action', 'european']"
1831,tm244259,"['thriller', 'crime', 'drama', 'western']"
1832,tm315344,"['drama', 'crime', 'sport']"
1833,ts53023,"['thriller', 'drama', 'romance', 'crime']"
1834,ts81064,"['scifi', 'drama', 'fantasy', 'horror']"
1835,ts42405,"['crime', 'drama', 'thriller']"
1836,tm318206,"['thriller', 'action', 'crime', 'drama']"
1837,ts83970,"['drama', 'sport']"
1838,tm315174,"['romance', 'drama']"
1839,ts81294,"['scifi', 'drama', 'thriller']"
1840,ts78305,"['crime', 'drama', 'thriller']"
1841,ts78801,"['action', 'comedy', 'drama', 'sport']"
1842,ts79813,"['thriller', 'crime', 'drama', 'romance']"
1843,ts77398,"['scifi', 'action', 'drama', 'thriller', 'family']"
1844,ts56768,"['crime', 'drama', 'thriller', 'action', 'european']"
1845,tm344989,"['drama', 'comedy']"
1846,ts57120,"['comedy', 'drama', 'crime']"
1847,tm287684,"['horror', 'thriller']"
1848,ts81884,"['war', 'crime', 'drama', 'thriller', 'european']"
1849,ts75151,"['western', 'documentation', 'action', 'drama', 'crime']"
1850,ts54102,"['scifi', 'thriller', 'action', 'drama']"
1851,ts75097,"['drama', 'scifi', 'comedy']"
1852,ts84785,"['crime', 'drama']"
1853,tm244220,"['drama', 'war', 'history', 'thriller', 'family']"
1854,ts42477,"['crime', 'thriller', 'drama', 'european']"
1855,ts81208,"['scifi', 'drama', 'fantasy']"
1856,ts58433,"['drama', 'scifi', 'horror', 'thriller']"
1857,ts57850,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']"
1858,ts53663,"['comedy', 'drama']"
1859,tm244364,"['thriller', 'drama', 'horror']"
1860,ts79229,"['crime', 'documentation']"
1861,ts77955,['documentation']
1862,ts75879,"['animation', 'comedy', 'romance']"
1863,tm420745,"['thriller', 'action', 'drama', 'scifi']"
1864,ts57465,['drama']
1865,tm232500,"['comedy', 'drama']"
1866,ts54054,"['drama', 'comedy', 'crime']"
1867,ts55982,"['drama', 'family']"
1868,tm350379,"['horror', 'thriller', 'drama', 'european']"
1869,tm363103,"['documentation', 'history']"
1870,ts58133,"['documentation', 'crime', 'thriller', 'drama']"
1871,tm425889,"['western', 'comedy', 'drama', 'romance']"
1872,tm244174,"['drama', 'scifi', 'action']"
1873,ts53545,"['comedy', 'horror']"
1874,tm350,"['drama', 'action', 'horror', 'romance', 'scifi']"
1875,ts84328,"['scifi', 'family', 'fantasy']"
1876,ts53198,"['comedy', 'drama']"
