index,id,year
2634,tm434676,2018
2635,tm346939,2017
2636,tm244196,2017
2637,tm438995,2018
2638,ts83070,2018
2639,ts85618,2018
2640,tm354644,2017
2641,tm440996,2018
2642,tm242765,2017
2643,tm348073,2017
2644,tm307751,2017
2645,tm273600,2017
2646,ts81596,2017
2647,tm464542,2018
2648,tm445456,2018
2649,tm481188,2017
2650,tm309903,2017
2651,tm424888,2018
2652,tm317491,2017
2653,tm355666,2017
2654,ts74959,2017
2655,tm331117,2017
2656,tm409494,2018
2657,tm348392,2017
2658,tm375007,2018
2659,tm411467,2018
2660,tm416620,2018
2661,ts81485,2018
2662,ts82445,2018
2663,tm357272,2017
2664,ts78099,2017
2665,tm446987,2018
2666,tm307551,2017
2667,tm349752,2017
2668,ts85183,2018
2669,ts84484,2018
2670,tm359658,2017
2671,tm311898,2017
2672,tm421748,2018
2673,tm429174,2018
2674,ts83045,2018
2675,tm361770,2017
2676,tm375547,2018
2677,ts78707,2018
2678,ts76245,2017
2679,tm279585,2017
2680,tm307774,2017
2681,tm411503,2018
2682,tm363329,2017
2683,tm326704,2018
2684,tm359030,2018
2685,tm327652,2017
2686,tm321628,2017
2687,tm348175,2017
2688,tm416458,2018
2689,tm352865,2017
2690,ts79086,2017
2691,tm437159,2018
2692,tm446206,2017
2693,tm324278,2018
2694,tm348845,2017
2695,tm353627,2017
2696,ts84200,2018
2697,ts82500,2018
2698,tm439854,2018
2699,tm299396,2017
2700,tm300447,2017
2701,ts82192,2018
2702,tm306631,2017
2703,tm440255,2018
2704,tm414595,2018
2705,tm353247,2017
2706,tm426983,2018
2707,ts82323,2018
2708,tm355941,2018
2709,tm411313,2018
2710,tm372610,2018
2711,ts55533,2017
2712,ts76949,2017
2713,tm307843,2017
2714,tm365670,2017
2715,ts82843,2018
2716,tm376903,2018
2717,tm358609,2018
2718,ts75887,2017
2719,tm376421,2017
2720,tm233360,2017
2721,tm319310,2017
2722,tm283559,2017
2723,tm447328,2018
2724,tm233345,2017
2725,tm283322,2017
2726,tm358813,2017
2727,ts90941,2017
2728,tm429186,2018
2729,tm371619,2018
2730,tm287041,2017
2731,tm424162,2018
2732,tm538868,2017
2733,tm423761,2018
2734,tm324041,2017
2735,tm409456,2018
2736,tm372662,2018
2737,tm428597,2018
2738,tm476960,2018
2739,tm372486,2018
2740,tm370440,2018
2741,tm324204,2017
2742,tm348467,2017
2743,tm324806,2017
2744,tm373873,2018
2745,tm414447,2018
2746,tm324588,2017
2747,tm413418,2018
2748,tm348919,2017
2749,tm445255,2018
2750,tm367264,2017
2751,tm423950,2018
2752,tm351720,2018
2753,tm324042,2017
2754,tm350116,2017
2755,tm835357,2018
2756,tm447750,2018
2757,tm314939,2017
2758,tm418894,2018
2759,tm279017,2017
2760,tm558730,2018
2761,tm344995,2017
2762,tm426117,2018
2763,ts84644,2018
2764,ts83925,2018
2765,tm372969,2018
2766,ts83820,2018
2767,tm300440,2017
2768,ts55484,2017
2769,ts81856,2018
2770,ts76771,2017
2771,tm299730,2017
2772,ts84179,2018
2773,ts79585,2017
2774,tm351201,2017
2775,tm408871,2018
2776,ts222363,2017
2777,ts75750,2017
2778,ts76540,2017
2779,tm362264,2017
2780,tm412489,2018
2781,tm361588,2017
2782,tm307767,2017
2783,tm314272,2017
2784,tm364206,2018
2785,tm413082,2018
2786,ts84555,2017
2787,tm446424,2018
2788,tm327219,2017
2789,tm424898,2018
2790,tm316658,2017
2791,ts86067,2018
2792,tm349656,2017
2793,tm372061,2018
2794,tm416121,2018
2795,tm350971,2017
2796,tm445153,2018
2797,tm995893,2017
2798,ts82085,2017
2799,tm438994,2018
2800,tm428453,2018
2801,tm360618,2018
2802,ts229123,2018
2803,ts83204,2018
2804,tm363003,2018
2805,ts83429,2018
2806,ts83663,2018
2807,ts75491,2017
2808,ts82564,2018
2809,tm295558,2017
2810,tm440946,2018
2811,ts83430,2018
2812,tm463827,2018
2813,tm414746,2018
2814,tm432327,2018
2815,tm356684,2018
2816,tm275437,2017
2817,ts80859,2018
2818,tm492277,2018
2819,tm431928,2018
2820,tm407318,2018
2821,tm408892,2018
2822,ts75357,2017
2823,tm320785,2017
2824,tm1068348,2017
2825,tm430426,2018
2826,tm362121,2018
2827,tm320144,2017
2828,ts84330,2018
2829,ts79707,2018
2830,tm318492,2017
2831,tm434883,2018
2832,ts93947,2018
2833,tm374226,2018
2834,tm337040,2017
2835,tm446574,2018
2836,ts82631,2018
2837,tm323907,2017
2838,tm316923,2017
2839,tm348386,2017
2840,ts81827,2018
2841,tm315865,2017
2842,tm285329,2017
2843,tm363181,2017
2844,tm325433,2017
2845,tm326773,2018
2846,ts83025,2017
2847,tm407730,2018
2848,tm370430,2017
2849,ts84167,2018
2850,tm309115,2017
2851,tm436266,2018
2852,tm428483,2018
2853,tm416341,2017
2854,tm411257,2018
2855,tm451171,2018
2856,tm435487,2018
2857,tm327951,2017
2858,tm417111,2018
2859,ts81886,2018
2860,tm425748,2017
2861,tm430057,2018
2862,tm353875,2017
2863,tm313472,2017
2864,tm430496,2018
2865,ts77219,2017
2866,tm444043,2018
2867,tm374656,2018
2868,ts82550,2018
2869,tm317274,2017
2870,ts80445,2018
2871,tm366025,2017
2872,tm321149,2018
2873,tm299771,2017
2874,tm369433,2018
2875,tm313424,2018
2876,tm352705,2017
2877,tm328052,2017
2878,ts75320,2017
2879,tm351171,2017
2880,tm326270,2017
2881,tm851055,2018
2882,tm429567,2018
2883,tm336227,2017
2884,ts57913,2017
2885,tm285712,2017
2886,tm415245,2018
2887,tm322200,2018
2888,tm407349,2018
2889,tm430090,2018
2890,tm360945,2018
2891,tm299790,2017
2892,ts82887,2018
2893,tm361505,2017
2894,tm345767,2017
2895,tm294696,2017
2896,tm363088,2017
2897,tm319512,2017
2898,tm432313,2018
2899,tm413129,2018
2900,tm316744,2017
2901,tm412515,2017
2902,tm443283,2018
2903,tm420311,2018
2904,tm449860,2018
2905,ts77011,2017
2906,tm314677,2017
2907,tm434179,2018
2908,tm415938,2018
2909,tm351688,2017
2910,tm444257,2018
2911,tm444907,2018
2912,tm275004,2017
2913,tm421335,2018
2914,tm819641,2017
2915,tm326089,2017
2916,tm431760,2018
2917,tm461349,2018
2918,tm435144,2018
2919,tm444564,2018
2920,tm409376,2018
2921,tm436171,2018
2922,tm430748,2018
2923,tm443073,2018
2924,ts81632,2017
2925,ts83710,2018
2926,tm356666,2017
2927,ts265844,2018
2928,ts78757,2017
2929,tm422359,2018
2930,tm431275,2018
2931,tm352951,2017
2932,tm362047,2017
2933,tm323300,2017
2934,tm357708,2017
2935,tm444821,2018
2936,tm351505,2017
2937,tm408257,2018
2938,ts272185,2017
2939,ts53166,2017
2940,tm435333,2018
2941,tm411856,2018
2942,tm358188,2017
2943,tm684591,2018
2944,ts57281,2017
2945,tm345225,2017
2946,tm443537,2018
2947,tm311902,2017
2948,tm364417,2017
2949,tm368350,2018
2950,tm434126,2018
2951,tm361312,2017
2952,ts317239,2018
2953,ts87591,2017
2954,tm431081,2018
2955,tm420800,2018
2956,ts80692,2018
2957,ts113031,2018
2958,ts75138,2017
2959,tm373134,2018
2960,tm348191,2017
2961,tm375091,2018
2962,ts55576,2017
2963,tm307383,2017
2964,tm469399,2018
2965,tm347060,2017
2966,ts76646,2017
2967,ts81857,2018
2968,tm430660,2018
2969,tm430059,2018
2970,ts101883,2018
2971,tm324753,2017
2972,tm314138,2017
2973,tm327619,2017
2974,tm244473,2017
2975,ts84985,2018
2976,tm371622,2018
2977,tm464947,2018
2978,tm442354,2018
2979,tm439678,2018
2980,tm446558,2018
2981,tm366383,2018
2982,tm414340,2018
2983,tm197806,2017
2984,tm361161,2017
2985,ts86302,2018
2986,tm431169,2018
2987,tm344562,2017
2988,tm363878,2018
2989,ts84038,2018
2990,tm426238,2018
2991,ts74805,2018
2992,tm518107,2017
2993,ts255677,2018
2994,tm404449,2018
2995,tm323602,2017
2996,tm438250,2018
2997,tm351181,2017
2998,ts82591,2017
2999,tm374395,2018
3000,tm360763,2017
3001,tm423802,2018
3002,tm442805,2018
3003,tm345960,2017
3004,tm319127,2017
3005,tm430666,2018
3006,tm431214,2017
3007,tm369315,2018
3008,tm408781,2018
3009,tm361633,2017
3010,tm327636,2017
3011,ts119220,2017
3012,tm349418,2018
3013,ts85250,2018
3014,tm153164,2017
3015,tm428982,2018
3016,ts56251,2017
3017,tm447263,2018
3018,tm346398,2017
3019,ts106612,2018
3020,tm305227,2017
3021,tm446104,2018
3022,tm459024,2017
3023,tm373864,2018
3024,tm306680,2017
3025,tm286520,2017
3026,tm447261,2018
3027,tm307698,2017
3028,tm244277,2017
3029,tm376844,2018
3030,tm814861,2018
3031,tm352642,2018
3032,tm346390,2017
3033,tm313118,2017
3034,tm423315,2017
3035,tm417488,2018
3036,tm1073482,2018
3037,tm353791,2017
3038,tm444576,2018
3039,tm434776,2018
3040,tm445258,2018
3041,ts55735,2017
3042,ts82160,2018
3043,tm364769,2017
3044,tm1118527,2018
3045,tm411508,2017
3046,tm319477,2017
3047,tm433215,2018
3048,tm456983,2018
3049,tm320756,2017
3050,tm466084,2018
3051,tm430459,2018
3052,tm413266,2018
3053,tm404569,2017
3054,tm325610,2017
3055,tm321563,2017
3056,tm1063790,2017
3057,tm358239,2017
3058,tm354136,2017
3059,ts54112,2017
3060,tm411649,2017
3061,tm350945,2017
3062,tm244310,2018
3063,tm370781,2018
3064,tm376709,2018
3065,tm368284,2018
3066,tm328041,2017
3067,tm375836,2018
3068,tm404610,2018
3069,tm358370,2017
3070,tm367105,2018
3071,tm289882,2017
3072,tm370472,2018
3073,tm369453,2018
3074,tm426367,2018
3075,tm438005,2018
3076,tm416134,2018
3077,tm448690,2018
3078,ts97584,2017
3079,tm369210,2018
3080,tm371741,2018
3081,tm478147,2018
3082,tm840936,2017
3083,tm349134,2017
3084,tm459527,2018
3085,tm440324,2018
3086,tm450512,2018
3087,tm403197,2017
3088,tm429383,2018
3089,tm458074,2018
3090,tm440208,2018
3091,tm336084,2018
3092,tm450769,2018
3093,tm362737,2017
3094,tm480647,2017
3095,tm479734,2018
3096,tm478654,2018
3097,tm369079,2018
3098,tm420789,2018
3099,tm368448,2017
3100,tm349140,2017
3101,tm411528,2018
3102,tm348281,2017
3103,tm423593,2018
3104,tm438105,2018
3105,tm471288,2018
3106,ts80751,2018
3107,tm346867,2017
3108,tm312738,2017
3109,tm404828,2018
3110,ts57116,2017
3111,tm242887,2018
3112,tm494577,2018
3113,tm444799,2018
3114,tm479933,2018
3115,ts80993,2017
3116,tm371188,2018
3117,tm367613,2018
3118,tm369452,2018
3119,ts81828,2018
3120,tm430281,2018
3121,tm445852,2018
3122,tm512751,2017
3123,tm447915,2018
3124,tm368697,2017
3125,tm452767,2018
3126,ts236619,2018
3127,ts85660,2018
3128,ts119730,2018
3129,ts268283,2018
3130,ts104093,2018
3131,ts86360,2018
3132,tm368006,2018
3133,ts58061,2018
3134,tm834886,2018
3135,tm309251,2017
3136,ts80671,2018
3137,tm320949,2017
3138,tm438423,2018
3139,tm325650,2017
3140,tm428877,2018
3141,tm478967,2018
3142,tm364525,2017
3143,tm1073433,2017
3144,tm369456,2018
3145,tm447514,2018
3146,tm476959,2018
3147,ts84372,2018
3148,tm422510,2018
3149,tm362878,2018
3150,tm449262,2018
3151,tm407881,2018
3152,tm1073233,2018
3153,tm426994,2018
3154,tm421161,2018
3155,tm246330,2017
3156,tm858471,2017
3157,tm465864,2018
3158,tm493814,2017
3159,tm491499,2018
3160,tm481189,2018
3161,tm433087,2018
3162,ts84341,2017
3163,tm332572,2017
3164,tm421125,2018
3165,ts250172,2017
3166,ts231159,2017
3167,tm332500,2017
3168,tm436704,2018
3169,tm441915,2018
3170,tm460198,2017
3171,tm327926,2017
3172,tm458186,2018
3173,tm478701,2018
3174,ts78444,2018
3175,tm426260,2018
3176,tm1146751,2018
3177,tm463592,2018
3178,ts86497,2019
3179,tm441050,2019
3180,ts216679,2020
3181,ts87466,2019
3182,ts82915,2019
3183,ts81007,2019
3184,ts88361,2019
3185,ts76645,2019
3186,ts57327,2019
3187,tm681578,2020
3188,tm366227,2019
3189,ts87453,2020
3190,ts88613,2019
3191,tm832345,2020
3192,ts89259,2020
3193,ts89339,2019
3194,ts82914,2019
3195,ts90234,2019
3196,ts81120,2020
3197,ts224901,2020
3198,ts84146,2020
3199,ts221904,2019
3200,ts82361,2019
3201,ts254656,2020
3202,ts89840,2019
3203,ts235655,2020
3204,ts87953,2020
3205,tm414584,2019
3206,ts223986,2020
3207,tm427335,2019
3208,tm417392,2019
3209,ts252505,2019
3210,tm369594,2020
3211,ts87248,2019
3212,ts103702,2020
3213,tm368699,2020
3214,ts80962,2019
3215,tm863808,2020
3216,tm244149,2019
3217,tm827638,2019
3218,tm849022,2020
3219,ts225651,2020
3220,ts221016,2019
3221,tm431321,2019
3222,ts304505,2020
3223,tm403709,2019
3224,tm840196,2020
3225,ts287836,2020
3226,ts284800,2019
3227,ts235758,2020
3228,ts224303,2020
3229,tm827648,2019
3230,tm849004,2020
3231,ts242210,2020
3232,ts252758,2020
3233,tm453862,2020
3234,ts237107,2020
3235,tm448792,2019
3236,ts219660,2020
3237,ts95997,2019
3238,tm943790,2020
3239,ts55762,2019
3240,tm847085,2020
3241,ts89564,2019
3242,tm502532,2019
3243,ts84633,2019
3244,ts88379,2020
3245,tm821789,2020
3246,tm417553,2019
3247,tm834851,2020
3248,tm845489,2020
3249,ts57213,2019
3250,ts82913,2019
3251,ts241248,2019
3252,ts80709,2019
3253,ts222439,2019
3254,ts83082,2019
3255,tm824398,2019
3256,ts218569,2019
3257,ts113842,2019
3258,ts223210,2019
3259,tm818266,2020
3260,tm460948,2019
3261,tm911973,2020
3262,tm362198,2019
3263,ts105825,2019
3264,tm244207,2019
3265,tm372066,2019
3266,tm832916,2020
3267,tm239927,2019
3268,ts90448,2019
3269,ts246072,2020
3270,tm428856,2019
3271,ts219101,2019
3272,ts221200,2020
3273,ts83555,2019
3274,tm849003,2020
3275,ts88577,2020
3276,ts223548,2020
3277,tm916405,2020
3278,ts84661,2020
3279,tm496322,2020
3280,ts105047,2019
3281,ts241486,2020
3282,ts107724,2020
3283,tm499045,2020
3284,ts87364,2019
3285,tm444017,2019
3286,ts103133,2020
3287,ts227305,2020
3288,tm820190,2020
3289,ts225522,2020
3290,tm943774,2020
3291,tm470240,2020
3292,tm426428,2019
3293,tm458585,2019
3294,ts89210,2020
3295,ts104401,2020
3296,ts83657,2019
3297,tm319470,2019
3298,tm927718,2020
3299,tm919961,2020
3300,ts222988,2019
3301,tm1121246,2019
3302,tm925486,2020
3303,tm456436,2020
3304,ts90729,2020
3305,tm432765,2019
3306,ts224859,2020
3307,tm417416,2019
3308,ts223530,2020
3309,ts103329,2020
3310,tm441231,2019
3311,tm927037,2020
3312,tm443615,2020
3313,ts84663,2019
3314,ts86165,2019
3315,ts215683,2019
3316,tm836438,2019
3317,tm447788,2019
3318,tm447963,2019
3319,tm843444,2020
3320,ts85398,2019
3321,ts218802,2019
3322,ts129445,2019
3323,ts236685,2020
3324,ts84993,2019
3325,tm420826,2019
3326,tm919864,2020
3327,tm927480,2020
3328,tm455636,2019
3329,ts237499,2020
3330,tm983787,2020
3331,ts249891,2020
3332,ts286390,2019
3333,tm877681,2020
3334,ts236531,2020
3335,tm850404,2020
3336,tm821143,2020
3337,ts82912,2020
3338,tm449105,2019
3339,ts89014,2019
3340,tm460124,2020
3341,tm678022,2020
3342,ts250801,2020
3343,ts281928,2020
3344,tm433462,2020
3345,ts225867,2020
3346,tm441232,2019
3347,tm464662,2020
3348,tm417055,2020
3349,tm456156,2019
3350,ts83491,2019
3351,tm886464,2020
3352,tm853783,2020
3353,tm935309,2020
3354,tm428557,2019
3355,ts223404,2020
3356,ts93054,2019
3357,tm824477,2020
3358,tm435520,2019
3359,ts82851,2020
3360,ts216522,2019
3361,ts221749,2020
3362,ts88469,2019
3363,tm285317,2019
3364,tm443179,2020
3365,tm332071,2019
3366,ts90019,2019
3367,ts223981,2020
3368,tm857430,2020
3369,tm824331,2019
3370,ts88283,2019
3371,ts105441,2019
3372,tm878333,2020
3373,ts220751,2019
3374,tm414341,2019
3375,ts88485,2019
3376,tm845496,2020
3377,tm446176,2019
3378,ts90937,2020
3379,tm423666,2019
3380,ts219080,2020
3381,ts250997,2020
3382,tm458553,2019
3383,tm548602,2019
3384,tm423140,2019
3385,ts237560,2020
3386,tm361998,2019
3387,tm418847,2019
3388,ts226468,2020
3389,ts86908,2019
3390,ts222835,2019
3391,ts237111,2020
3392,ts110703,2019
3393,tm348403,2019
3394,ts255427,2020
3395,ts255926,2020
3396,ts161737,2019
3397,tm469193,2019
3398,tm450262,2019
3399,ts223344,2019
3400,tm449195,2019
3401,tm307133,2019
3402,tm498803,2020
3403,tm411750,2019
3404,ts93611,2020
3405,ts255104,2020
3406,ts100116,2019
3407,tm458467,2019
3408,ts100359,2020
3409,tm446609,2019
3410,tm817709,2019
3411,ts243036,2020
3412,ts106536,2020
3413,tm853953,2020
3414,tm315255,2019
3415,tm361746,2019
3416,tm813695,2020
3417,ts222455,2019
3418,ts225101,2020
3419,tm498034,2020
3420,tm413660,2019
3421,ts89282,2019
3422,tm358770,2019
3423,tm845484,2020
3424,tm934040,2020
3425,tm443154,2019
3426,ts236747,2020
3427,tm863280,2020
3428,ts116814,2019
3429,ts251654,2020
3430,tm355783,2019
3431,tm469991,2019
3432,ts268608,2020
3433,ts268799,2020
3434,ts215691,2020
3435,tm375883,2019
3436,ts306090,2020
3437,tm471878,2020
3438,tm459742,2019
3439,ts88699,2019
3440,tm918706,2020
3441,ts251782,2020
3442,tm464351,2020
3443,ts215012,2020
3444,tm453099,2019
3445,tm893799,2020
3446,tm426638,2019
3447,tm925584,2020
3448,ts225787,2020
3449,ts192440,2019
3450,ts88296,2020
3451,tm845549,2020
3452,tm460829,2019
3453,ts223126,2019
3454,tm845512,2020
3455,tm325325,2019
3456,ts88262,2019
3457,ts236501,2020
3458,ts86726,2019
3459,tm918734,2020
3460,tm926004,2020
3461,ts256309,2020
3462,ts89251,2019
3463,tm437221,2019
3464,tm840438,2019
3465,ts105645,2019
3466,tm817504,2019
3467,tm827216,2019
3468,ts225718,2020
3469,tm369389,2019
3470,tm858954,2020
3471,ts252856,2020
3472,tm828069,2020
3473,tm852097,2020
3474,tm471967,2020
3475,tm974366,2020
3476,ts215178,2020
3477,tm828317,2019
3478,tm432022,2020
3479,ts93066,2019
3480,ts223759,2020
3481,ts104840,2019
3482,tm455568,2019
3483,ts219162,2019
3484,tm952590,2020
3485,tm931686,2020
3486,ts254592,2020
3487,ts81646,2019
3488,ts219561,2019
3489,ts272134,2020
3490,ts91039,2019
3491,tm812916,2020
3492,ts92547,2020
3493,ts113506,2019
3494,tm898474,2020
3495,tm935895,2020
3496,ts87471,2020
3497,ts89744,2019
3498,tm447159,2019
3499,tm852996,2020
3500,ts225912,2020
3501,ts215341,2019
3502,tm676311,2020
3503,tm847430,2020
3504,tm893480,2020
3505,ts250912,2020
3506,ts190462,2020
3507,ts187541,2019
3508,ts105542,2020
3509,ts89075,2019
3510,tm420455,2019
3511,ts237109,2020
3512,ts86978,2019
3513,tm924991,2020
3514,ts215046,2019
3515,tm846964,2020
3516,tm436778,2019
3517,ts189422,2019
3518,ts88151,2019
3519,ts223589,2020
3520,tm847998,2020
3521,ts275111,2020
3522,tm814671,2019
3523,ts237513,2020
3524,tm844250,2020
3525,tm819950,2019
3526,tm885775,2020
3527,tm936236,2020
3528,tm890660,2020
3529,ts88721,2019
3530,ts103209,2019
3531,ts223240,2020
3532,tm465724,2019
3533,ts87008,2019
3534,ts89119,2019
3535,ts242820,2020
3536,tm370530,2019
3537,tm845415,2020
3538,tm827142,2019
3539,ts227385,2020
3540,tm922788,2020
3541,tm459512,2020
3542,tm822246,2020
3543,ts251028,2020
3544,tm315348,2019
3545,tm849005,2020
3546,ts106015,2019
3547,tm839411,2020
3548,ts89832,2019
3549,tm446625,2019
3550,tm827501,2019
3551,ts225544,2020
3552,tm935878,2020
3553,ts237751,2020
3554,tm428558,2019
3555,ts277126,2020
3556,ts84586,2020
3557,tm822907,2019
3558,ts267956,2020
3559,ts87986,2019
3560,ts106126,2019
3561,tm850723,2020
3562,tm854669,2020
3563,tm914535,2020
3564,tm845535,2020
3565,ts251094,2020
3566,tm948128,2020
3567,ts89747,2019
3568,tm853396,2020
3569,tm316311,2019
3570,ts221293,2020
3571,tm496648,2019
3572,ts288350,2020
3573,tm902330,2020
3574,tm451548,2019
3575,ts188991,2020
3576,tm810547,2020
3577,tm464557,2019
3578,tm469008,2019
3579,tm897732,2020
3580,ts268560,2020
3581,tm928541,2020
3582,ts225460,2020
3583,tm444247,2019
3584,ts224072,2020
3585,ts83107,2019
3586,tm467579,2019
3587,ts216493,2019
3588,tm500565,2020
3589,tm452826,2019
3590,tm475836,2019
3591,ts251067,2020
3592,tm977464,2020
3593,ts108392,2020
3594,tm451512,2019
3595,tm927286,2020
3596,ts222606,2019
3597,tm938793,2020
3598,ts219895,2020
3599,ts101874,2019
3600,ts86744,2019
3601,ts84129,2019
3602,tm941382,2020
3603,ts270465,2020
3604,ts89326,2019
3605,tm933375,2020
3606,ts218888,2020
3607,ts76382,2019
3608,tm833638,2019
3609,ts104449,2020
3610,ts237096,2020
3611,ts251617,2020
3612,tm475783,2019
3613,tm451078,2019
3614,ts91124,2019
3615,tm855600,2020
3616,tm827508,2020
3617,ts88312,2020
3618,ts256007,2020
3619,ts89958,2019
3620,tm120072,2019
3621,tm856375,2020
3622,tm462903,2019
3623,ts101408,2020
3624,ts219049,2019
3625,tm845437,2020
3626,tm814150,2020
3627,tm461366,2019
3628,tm981451,2020
3629,tm855827,2020
3630,tm511940,2019
3631,ts85480,2019
3632,ts315066,2020
3633,ts221365,2019
3634,tm890674,2020
3635,tm834291,2019
3636,tm524282,2019
3637,ts216474,2019
3638,ts225860,2020
3639,tm881162,2020
3640,ts189405,2019
3641,ts93482,2019
3642,ts236033,2020
3643,ts242244,2020
3644,tm471922,2019
3645,tm877456,2020
3646,tm818502,2019
3647,ts236725,2020
3648,ts113637,2019
3649,ts222367,2019
3650,tm884511,2020
3651,ts252122,2020
3652,tm887450,2020
3653,tm430171,2019
3654,tm936396,2020
3655,tm425698,2019
3656,tm371882,2019
3657,tm858001,2020
3658,tm424074,2019
3659,ts222917,2019
3660,tm885860,2020
3661,tm469400,2019
3662,ts86927,2019
3663,tm467299,2019
3664,ts321758,2019
3665,ts252098,2020
3666,tm843768,2019
3667,tm458721,2019
3668,tm918701,2020
3669,tm571805,2019
3670,tm501222,2019
3671,tm848995,2020
3672,ts224164,2020
3673,ts215378,2020
3674,ts237208,2020
3675,ts251157,2020
3676,ts268890,2020
3677,ts223192,2020
3678,ts218803,2019
3679,tm463385,2019
3680,tm826563,2019
3681,tm826473,2019
3682,ts226602,2020
3683,tm823355,2019
3684,ts255880,2020
3685,tm942240,2020
3686,tm483997,2020
3687,ts221174,2019
3688,ts103360,2020
3689,ts220552,2019
3690,tm920096,2020
3691,tm864480,2020
3692,ts111206,2019
3693,ts296153,2020
3694,tm898262,2020
3695,ts254982,2020
3696,tm824165,2019
3697,tm465231,2019
3698,ts215718,2020
3699,tm883189,2020
3700,ts225328,2020
3701,tm458127,2019
3702,tm475339,2019
3703,ts268551,2020
3704,tm881859,2020
3705,tm503508,2019
3706,tm827304,2019
3707,ts254600,2020
3708,tm461829,2019
3709,tm434553,2020
3710,ts225716,2019
3711,tm848996,2020
3712,ts225162,2020
3713,tm448767,2019
3714,ts256783,2020
3715,ts89048,2019
3716,tm912373,2020
3717,ts225669,2020
3718,tm670553,2020
3719,ts268508,2020
3720,tm847629,2019
3721,ts103890,2019
3722,ts221366,2019
3723,ts236388,2020
3724,tm893816,2020
3725,ts86413,2020
3726,tm823488,2019
3727,ts218564,2019
3728,ts89291,2019
3729,tm467804,2019
3730,ts254293,2020
3731,tm922532,2020
3732,ts237104,2020
3733,tm844642,2019
3734,ts114080,2019
3735,tm878842,2020
3736,tm855483,2020
3737,tm447520,2019
3738,ts89876,2019
3739,tm679284,2019
3740,tm454824,2020
3741,ts252341,2020
3742,tm453850,2020
3743,ts237488,2020
3744,tm447439,2019
3745,ts222933,2019
3746,ts312044,2020
3747,ts220248,2019
3748,tm467467,2019
3749,ts269690,2020
3750,tm834664,2019
3751,ts221363,2019
3752,ts268592,2019
3753,tm497383,2020
3754,tm978401,2019
3755,ts256764,2020
3756,ts88471,2019
3757,tm449594,2019
3758,ts251560,2020
3759,tm452851,2019
3760,tm457856,2019
3761,tm554944,2020
3762,tm931158,2020
3763,ts237239,2020
3764,tm834230,2019
3765,tm470836,2019
3766,tm472411,2019
3767,ts225377,2020
3768,tm454375,2019
3769,tm837756,2019
3770,ts88909,2019
3771,tm305433,2019
3772,tm819054,2020
3773,tm863890,2020
3774,ts222325,2019
3775,ts218500,2019
3776,ts187386,2020
3777,tm490222,2020
3778,ts86928,2019
3779,ts89881,2019
3780,tm838876,2019
3781,tm868777,2020
3782,ts90511,2019
3783,tm846166,2019
3784,tm450478,2019
3785,ts213232,2019
3786,ts185885,2020
3787,tm917325,2020
3788,tm986700,2020
3789,ts217891,2019
3790,tm838687,2019
3791,ts85619,2019
3792,ts268099,2020
3793,tm856593,2020
3794,tm844662,2019
3795,tm446581,2019
3796,tm494731,2019
3797,tm886283,2020
3798,ts106141,2019
3799,ts225430,2020
3800,ts257301,2020
3801,tm844513,2019
3802,ts255809,2020
3803,ts192297,2019
3804,tm884369,2020
3805,ts189629,2019
3806,ts216593,2019
3807,ts82739,2019
3808,tm858416,2020
3809,tm836662,2020
3810,ts226588,2020
3811,ts222634,2019
3812,ts223895,2020
3813,tm970327,2019
3814,ts251615,2020
3815,ts216744,2019
3816,tm812998,2019
3817,tm889629,2020
3818,ts254568,2020
3819,tm977997,2020
3820,ts223077,2019
3821,ts226617,2020
3822,tm897170,2019
3823,ts110637,2019
3824,tm917974,2020
3825,ts213820,2020
3826,ts88744,2019
3827,ts90621,2019
3828,ts90995,2019
3829,ts88841,2020
3830,tm916997,2020
3831,tm852662,2020
3832,tm376739,2019
3833,tm849937,2020
3834,ts93981,2019
3835,ts102933,2019
3836,tm932609,2020
3837,tm898169,2020
3838,tm851346,2020
3839,ts252661,2020
3840,ts314648,2020
3841,tm894619,2020
3842,tm885805,2020
3843,tm483420,2019
3844,tm918853,2020
3845,tm814644,2020
3846,ts90413,2019
3847,tm850822,2020
3848,ts306187,2019
3849,tm857187,2020
3850,ts225102,2020
3851,tm925785,2020
3852,tm855535,2020
3853,tm514494,2020
3854,ts214280,2019
3855,ts187443,2020
3856,ts251420,2020
3857,ts225410,2020
3858,tm453903,2019
3859,tm843938,2020
3860,tm674099,2020
3861,tm811971,2019
3862,ts86946,2019
3863,ts90645,2019
3864,tm835432,2020
3865,ts113748,2019
3866,tm413558,2019
3867,tm470560,2019
3868,ts90095,2019
3869,tm954543,2020
3870,ts235672,2020
3871,tm434830,2019
3872,tm893680,2020
3873,tm824559,2019
3874,tm835486,2019
3875,ts237014,2020
3876,ts87224,2019
3877,ts223238,2020
3878,ts88271,2019
3879,ts90280,2019
3880,ts288353,2020
3881,ts188840,2019
3882,tm915043,2020
3883,ts218277,2019
3884,tm887369,2020
3885,ts89231,2019
3886,ts251512,2020
3887,ts254916,2020
3888,tm493175,2019
3889,tm283581,2019
3890,tm917036,2020
3891,ts104485,2019
3892,ts222049,2019
3893,ts223456,2020
3894,ts237773,2020
3895,tm861718,2020
3896,tm458893,2019
3897,ts250800,2020
3898,tm854278,2020
3899,ts110635,2020
3900,ts191121,2020
3901,ts236051,2020
3902,ts213544,2019
3903,ts89028,2019
3904,ts269442,2020
